person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_burden,emp_stability,loan_status,pd,risk_bucket,approved,risk_order
35,50000,RENT,4.0,PERSONAL,B,7000,11.49,0.14,N,9,0.14,0.1142857142857142,0,0.3770029455761705,C - Medium Risk,True,3
27,140000,RENT,0.0,VENTURE,B,5000,9.99,0.04,N,8,0.03571428571428571,0.0,0,0.16169296678803963,A - Lowest Risk,True,1
25,31200,RENT,7.0,MEDICAL,A,3500,6.92,0.11,N,3,0.11217948717948718,0.28,0,0.3804248202779168,C - Medium Risk,True,3
28,71400,RENT,5.0,MEDICAL,B,5000,11.12,0.06,N,8,0.0700280112044818,0.1785714285714285,1,0.3199205188923707,C - Medium Risk,True,3
31,68000,OWN,8.0,VENTURE,B,10000,,0.15,N,7,0.14705882352941177,0.2580645161290322,0,0.049535924001698345,A - Lowest Risk,True,1
35,75000,MORTGAGE,2.0,PERSONAL,C,20000,13.49,0.27,Y,5,0.26666666666666666,0.0571428571428571,0,0.7079828838921877,E - Highest Risk,False,5
39,40000,OWN,4.0,VENTURE,B,1000,10.37,0.03,N,16,0.025,0.1025641025641025,0,0.021517054567653866,A - Lowest Risk,True,1
26,85000,RENT,1.0,EDUCATION,A,2500,8.59,0.03,N,2,0.029411764705882353,0.0384615384615384,0,0.17569407123189992,A - Lowest Risk,True,1
38,110000,OWN,6.0,PERSONAL,C,12000,12.99,0.11,Y,11,0.10909090909090909,0.1578947368421052,0,0.15873687739532344,A - Lowest Risk,True,1
35,99800,MORTGAGE,9.0,PERSONAL,A,8000,7.14,0.08,N,9,0.08016032064128256,0.2571428571428571,0,0.10858102404677024,A - Lowest Risk,True,1
30,31000,MORTGAGE,3.0,VENTURE,D,12000,14.42,0.39,N,5,0.3870967741935484,0.1,1,0.5904806456773779,D - High Risk,False,4
23,58000,MORTGAGE,0.0,EDUCATION,A,9600,7.51,0.17,N,3,0.16551724137931034,0.0,0,0.22747329270722333,B - Low Risk,True,2
23,132000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9600,7.14,0.07,N,3,0.07272727272727272,0.1304347826086956,0,0.18727262174314746,A - Lowest Risk,True,1
24,26400,RENT,3.0,HOMEIMPROVEMENT,B,9000,11.49,0.34,N,3,0.3409090909090909,0.125,1,0.8570481765452872,E - Highest Risk,False,5
36,35000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,12000,8.9,0.34,N,17,0.34285714285714286,0.1388888888888889,0,0.6996682717770516,E - Highest Risk,False,5
25,120000,MORTGAGE,7.0,EDUCATION,C,15000,14.65,0.13,N,4,0.125,0.28,0,0.1374063414751185,A - Lowest Risk,True,1
27,21600,OWN,1.0,PERSONAL,A,4200,7.49,0.19,N,6,0.19444444444444445,0.037037037037037,0,0.13145445747038403,A - Lowest Risk,True,1
22,53285,RENT,0.0,EDUCATION,A,4000,7.9,0.08,N,4,0.07506803040255232,0.0,0,0.24881761542833786,B - Low Risk,True,2
32,50000,MORTGAGE,1.0,MEDICAL,B,7500,10.39,0.15,N,7,0.15,0.03125,0,0.308156447085105,B - Low Risk,True,2
23,33000,RENT,1.0,MEDICAL,A,10000,5.42,0.3,N,3,0.30303030303030304,0.0434782608695652,0,0.800642278986111,E - Highest Risk,False,5
24,108000,OTHER,5.0,EDUCATION,B,10000,9.7,0.09,N,4,0.09259259259259259,0.2083333333333333,0,0.18946729372637644,B - Low Risk,True,2
27,50000,RENT,5.0,VENTURE,A,8000,7.14,0.16,N,6,0.16,0.1851851851851851,0,0.3158559685677034,C - Medium Risk,True,3
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0.01,N,3,0.01069594980034227,0.2083333333333333,0,0.24292111694546464,B - Low Risk,True,2
27,90000,MORTGAGE,6.0,MEDICAL,B,5500,10.25,0.06,N,9,0.06111111111111111,0.2222222222222222,0,0.1468130344237359,A - Lowest Risk,True,1
44,100000,RENT,5.0,EDUCATION,A,13500,8.9,0.14,N,17,0.135,0.1136363636363636,0,0.32619065825002463,C - Medium Risk,True,3
36,45000,RENT,0.0,MEDICAL,C,19750,13.35,0.44,N,14,0.4388888888888889,0.0,1,0.9338455079028247,E - Highest Risk,False,5
51,58000,RENT,2.0,MEDICAL,E,1500,19.03,0.03,Y,22,0.02586206896551724,0.0392156862745098,1,0.5415091234052009,D - High Risk,False,4
27,45600,MORTGAGE,6.0,VENTURE,A,15350,8.9,0.34,N,10,0.3366228070175439,0.2222222222222222,0,0.45903552688591637,C - Medium Risk,True,3
32,52800,RENT,3.0,PERSONAL,D,15000,16.29,0.28,N,6,0.2840909090909091,0.09375,0,0.6830176138869087,E - Highest Risk,False,5
25,145000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,11.36,0.17,N,3,0.1724137931034483,0.12,0,0.3527045557781394,C - Medium Risk,True,3
30,85000,RENT,0.0,DEBTCONSOLIDATION,C,10000,13.16,0.12,Y,10,0.11764705882352941,0.0,0,0.7478660875106534,E - Highest Risk,False,5
25,62400,OWN,7.0,PERSONAL,E,4000,18.39,0.06,Y,2,0.0641025641025641,0.28,1,0.10604258922482925,A - Lowest Risk,True,1
27,37440,RENT,5.0,PERSONAL,A,15000,7.9,0.4,N,8,0.40064102564102566,0.1851851851851851,1,0.8462459656805269,E - Highest Risk,False,5
21,24000,MORTGAGE,2.0,EDUCATION,B,5000,8.7,0.21,N,2,0.20833333333333334,0.0952380952380952,0,0.2821342908730686,B - Low Risk,True,2
33,48000,RENT,2.0,MEDICAL,B,1500,11.71,0.03,N,8,0.03125,0.0606060606060606,0,0.2741291874335691,B - Low Risk,True,2
24,72000,MORTGAGE,2.0,EDUCATION,C,1000,15.23,0.01,Y,3,0.013888888888888888,0.0833333333333333,0,0.1854395354461925,A - Lowest Risk,True,1
22,40000,RENT,2.0,EDUCATION,B,9000,10.59,0.23,N,4,0.225,0.0909090909090909,0,0.5281596526265858,D - High Risk,False,4
24,243600,MORTGAGE,6.0,MEDICAL,A,12000,6.03,0.05,N,3,0.04926108374384237,0.25,0,0.1315829253351225,A - Lowest Risk,True,1
31,30000,RENT,0.0,HOMEIMPROVEMENT,B,7200,,0.24,N,10,0.24,0.0,1,0.7434525718015338,E - Highest Risk,False,5
22,73000,MORTGAGE,3.0,MEDICAL,B,17000,11.99,0.23,N,3,0.2328767123287671,0.1363636363636363,0,0.4534843605661176,C - Medium Risk,True,3
25,42000,RENT,0.0,EDUCATION,E,7400,16.32,0.18,N,4,0.1761904761904762,0.0,1,0.44229012826211567,C - Medium Risk,True,3
41,78000,RENT,3.0,HOMEIMPROVEMENT,B,6000,9.63,0.08,N,11,0.07692307692307693,0.073170731707317,0,0.3881806674907786,C - Medium Risk,True,3
34,110000,RENT,6.0,PERSONAL,C,15000,12.68,0.14,Y,10,0.13636363636363635,0.1764705882352941,0,0.6276823727416561,D - High Risk,False,4
38,103970,MORTGAGE,0.0,DEBTCONSOLIDATION,C,15000,14.35,0.14,Y,14,0.14427238626526884,0.0,0,0.6080877371589893,D - High Risk,False,4
32,49500,RENT,2.0,MEDICAL,B,8900,,0.18,N,7,0.1797979797979798,0.0625,0,0.5755634785525348,D - High Risk,False,4
22,51000,MORTGAGE,3.0,EDUCATION,B,15200,10.99,0.3,N,4,0.2980392156862745,0.1363636363636363,0,0.4527675527820571,C - Medium Risk,True,3
62,51600,RENT,2.0,PERSONAL,A,8525,6.54,0.17,N,24,0.16521317829457363,0.032258064516129,0,0.4636726318296991,D - High Risk,False,4
35,110000,RENT,2.0,VENTURE,B,11500,11.49,0.1,N,10,0.10454545454545454,0.0571428571428571,0,0.24603127440121075,B - Low Risk,True,2
22,52000,RENT,1.0,HOMEIMPROVEMENT,D,7500,,0.14,Y,4,0.14423076923076922,0.0454545454545454,1,0.786247523650783,E - Highest Risk,False,5
24,38500,MORTGAGE,5.0,PERSONAL,C,2500,,0.06,N,4,0.06493506493506493,0.2083333333333333,0,0.10871093966252378,A - Lowest Risk,True,1
33,57500,RENT,2.0,HOMEIMPROVEMENT,D,21000,16.29,0.37,Y,5,0.3652173913043478,0.0606060606060606,1,0.959926363534835,E - Highest Risk,False,5
24,29000,RENT,1.0,VENTURE,B,10000,10.74,0.34,N,2,0.3448275862068966,0.0416666666666666,1,0.7230809916523998,E - Highest Risk,False,5
25,46000,MORTGAGE,4.0,EDUCATION,C,2125,12.99,0.05,Y,2,0.04619565217391304,0.16,0,0.21722370587198522,B - Low Risk,True,2
21,40000,RENT,3.0,EDUCATION,D,7000,14.46,0.17,N,3,0.175,0.1428571428571428,0,0.410605624457327,C - Medium Risk,True,3
25,76700,MORTGAGE,1.0,VENTURE,E,14800,19.42,0.19,Y,4,0.19295958279009126,0.04,0,0.4727909222435906,D - High Risk,False,4
24,38000,RENT,0.0,VENTURE,B,12000,11.89,0.32,N,3,0.3157894736842105,0.0,1,0.6795336019353074,E - Highest Risk,False,5
33,125000,RENT,5.0,DEBTCONSOLIDATION,B,25000,11.36,0.2,N,5,0.2,0.1515151515151515,0,0.6122992160323065,D - High Risk,False,4
25,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,5.99,0.4,N,4,0.4,0.12,1,0.8038994847985391,E - Highest Risk,False,5
21,43008,MORTGAGE,0.0,VENTURE,D,11200,15.31,0.26,N,3,0.2604166666666667,0.0,0,0.3495766021184907,C - Medium Risk,True,3
32,60000,RENT,5.0,MEDICAL,C,1925,12.29,0.03,Y,9,0.03208333333333333,0.15625,0,0.5127487896323462,D - High Risk,False,4
26,116000,MORTGAGE,5.0,VENTURE,C,5000,,0.04,Y,3,0.04310344827586207,0.1923076923076923,1,0.17358251753984197,A - Lowest Risk,True,1
22,60000,RENT,4.0,EDUCATION,A,20000,7.88,0.33,N,3,0.3333333333333333,0.1818181818181818,1,0.7245500813446667,E - Highest Risk,False,5
25,24000,RENT,6.0,PERSONAL,A,7700,8.9,0.32,N,3,0.32083333333333336,0.24,1,0.7225772555978391,E - Highest Risk,False,5
40,40008,OWN,20.0,PERSONAL,B,12000,11.71,0.3,N,15,0.29994001199760045,0.5,0,0.1585128289122839,A - Lowest Risk,True,1
31,24000,OWN,0.0,VENTURE,B,6200,11.14,0.26,N,10,0.25833333333333336,0.0,0,0.1578915972957896,A - Lowest Risk,True,1
28,37584,OWN,2.0,MEDICAL,B,20000,11.48,0.53,N,5,0.5321413367390379,0.0714285714285714,0,0.7989366055257953,E - Highest Risk,False,5
24,36600,RENT,4.0,DEBTCONSOLIDATION,B,3000,9.33,0.08,N,2,0.08196721311475409,0.1666666666666666,0,0.3690875988141577,C - Medium Risk,True,3
27,38004,RENT,5.0,EDUCATION,C,15000,12.73,0.39,N,10,0.39469529523208086,0.1851851851851851,1,0.8157168861413386,E - Highest Risk,False,5
27,95800,RENT,1.0,DEBTCONSOLIDATION,B,2500,11.58,0.03,N,9,0.026096033402922755,0.037037037037037,0,0.29436312754789346,B - Low Risk,True,2
24,94000,RENT,3.0,PERSONAL,B,10600,12.18,0.11,N,4,0.1127659574468085,0.125,0,0.32743987301731814,C - Medium Risk,True,3
26,56000,RENT,6.0,HOMEIMPROVEMENT,C,8150,12.87,0.15,N,4,0.1455357142857143,0.2307692307692307,0,0.4982981807618975,D - High Risk,False,4
22,32000,RENT,3.0,EDUCATION,B,8400,11.49,0.26,N,4,0.2625,0.1363636363636363,0,0.5982390025653864,D - High Risk,False,4
24,22000,RENT,0.0,PERSONAL,B,4000,11.36,0.18,N,3,0.18181818181818182,0.0,1,0.4968486552646438,D - High Risk,False,4
27,96000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,2500,12.99,0.03,Y,10,0.026041666666666668,0.1481481481481481,0,0.32046564034467706,C - Medium Risk,True,3
25,66000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,18500,12.21,0.28,N,2,0.2803030303030303,0.0,0,0.6187588063470032,D - High Risk,False,4
45,38268,MORTGAGE,14.0,PERSONAL,B,8400,12.18,0.22,N,11,0.21950454687989965,0.3111111111111111,0,0.25239106505551373,B - Low Risk,True,2
23,190000,MORTGAGE,5.0,EDUCATION,F,22000,17.58,0.12,Y,3,0.11578947368421053,0.217391304347826,1,0.3284274071529171,C - Medium Risk,True,3
34,38000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,12775,9.91,0.34,N,5,0.3361842105263158,0.3529411764705882,0,0.615285699293528,D - High Risk,False,4
28,30000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,3000,6.76,0.1,N,9,0.1,0.1428571428571428,0,0.23203106089285386,B - Low Risk,True,2
26,36000,RENT,6.0,DEBTCONSOLIDATION,A,13000,5.99,0.36,N,4,0.3611111111111111,0.2307692307692307,1,0.8588081274090007,E - Highest Risk,False,5
26,40000,MORTGAGE,5.0,MEDICAL,B,6000,10.62,0.15,N,4,0.15,0.1923076923076923,0,0.2739342043913188,B - Low Risk,True,2
22,29000,RENT,4.0,VENTURE,A,1000,7.29,0.03,N,4,0.034482758620689655,0.1818181818181818,0,0.13865941268347903,A - Lowest Risk,True,1
29,48000,OWN,1.0,PERSONAL,E,15000,18.64,0.31,N,9,0.3125,0.0344827586206896,0,0.29808031353054737,B - Low Risk,True,2
27,72000,RENT,4.0,HOMEIMPROVEMENT,B,20000,9.25,0.28,N,10,0.2777777777777778,0.1481481481481481,0,0.7749724283119881,E - Highest Risk,False,5
24,27500,RENT,0.0,PERSONAL,E,5000,15.07,0.18,Y,4,0.18181818181818182,0.0,1,0.7540144449583198,E - Highest Risk,False,5
27,54600,RENT,2.0,EDUCATION,C,1500,13.23,0.03,Y,8,0.027472527472527472,0.074074074074074,0,0.3899727545521319,C - Medium Risk,True,3
21,40000,RENT,2.0,DEBTCONSOLIDATION,B,8000,9.63,0.2,N,2,0.2,0.0952380952380952,0,0.6363816998914296,D - High Risk,False,4
24,70000,RENT,1.0,EDUCATION,B,10000,11.71,0.14,N,2,0.14285714285714285,0.0416666666666666,0,0.36207943785332264,C - Medium Risk,True,3
24,90000,MORTGAGE,2.0,EDUCATION,B,7500,,0.08,N,3,0.08333333333333333,0.0833333333333333,0,0.11826600561267778,A - Lowest Risk,True,1
27,80800,MORTGAGE,3.0,PERSONAL,C,3000,,0.04,N,10,0.03712871287128713,0.1111111111111111,0,0.09600998937502503,A - Lowest Risk,True,1
21,15000,RENT,0.0,PERSONAL,D,3600,15.95,0.24,N,2,0.24,0.0,1,0.6190609994061257,D - High Risk,False,4
24,33996,RENT,2.0,HOMEIMPROVEMENT,D,5000,14.96,0.15,N,2,0.14707612660312977,0.0833333333333333,1,0.5378615380062808,D - High Risk,False,4
24,80000,RENT,3.0,VENTURE,C,20000,13.06,0.25,Y,3,0.25,0.125,0,0.7680011943592384,E - Highest Risk,False,5
24,50004,RENT,5.0,EDUCATION,A,4000,7.88,0.08,N,2,0.07999360051195904,0.2083333333333333,0,0.220519994382124,B - Low Risk,True,2
29,99000,RENT,3.0,HOMEIMPROVEMENT,C,8000,12.99,0.08,Y,8,0.08080808080808081,0.1034482758620689,0,0.6670150086830323,D - High Risk,False,4
36,53000,RENT,5.0,HOMEIMPROVEMENT,C,3150,15.27,0.06,N,12,0.059433962264150944,0.1388888888888889,0,0.33657757430241037,C - Medium Risk,True,3
27,75852,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4000,9.32,0.05,N,9,0.05273427200337499,0.0,0,0.1823695173455802,A - Lowest Risk,True,1
29,30000,RENT,1.0,DEBTCONSOLIDATION,E,15000,16.4,0.5,N,10,0.5,0.0344827586206896,1,0.9616311160941948,E - Highest Risk,False,5
26,63400,OWN,0.0,EDUCATION,B,20000,9.62,0.32,N,3,0.31545741324921134,0.0,0,0.27046316410155785,B - Low Risk,True,2
33,74520,RENT,4.0,HOMEIMPROVEMENT,D,10000,16.89,0.13,N,10,0.13419216317767044,0.1212121212121212,0,0.499234252560837,D - High Risk,False,4
22,23000,RENT,1.0,DEBTCONSOLIDATION,B,8875,10.74,0.39,N,4,0.3858695652173913,0.0454545454545454,1,0.9012432234618422,E - Highest Risk,False,5
24,47700,RENT,0.0,MEDICAL,B,5600,9.99,0.12,N,2,0.11740041928721175,0.0,0,0.4555888756294277,C - Medium Risk,True,3
26,19200,RENT,0.0,DEBTCONSOLIDATION,B,8500,9.99,0.44,N,2,0.4427083333333333,0.0,1,0.9388844092583772,E - Highest Risk,False,5
29,41000,RENT,3.0,PERSONAL,B,5000,11.49,0.12,N,9,0.12195121951219512,0.1034482758620689,0,0.3498431195619034,C - Medium Risk,True,3
24,71040,RENT,1.0,VENTURE,A,13100,7.49,0.18,N,2,0.18440315315315314,0.0416666666666666,0,0.39526073547827606,C - Medium Risk,True,3
24,97700,MORTGAGE,5.0,VENTURE,B,25000,11.12,0.26,N,3,0.25588536335721596,0.2083333333333333,0,0.29902267823031703,B - Low Risk,True,2
25,25716,RENT,1.0,MEDICAL,A,9250,6.54,0.36,N,2,0.3596982423393996,0.04,1,0.8670833945053786,E - Highest Risk,False,5
40,125000,RENT,1.0,DEBTCONSOLIDATION,B,24250,,0.19,N,17,0.194,0.025,0,0.6476091411951516,D - High Risk,False,4
31,78000,MORTGAGE,6.0,VENTURE,B,8000,10.0,0.1,N,6,0.10256410256410256,0.1935483870967742,0,0.09960591885830039,A - Lowest Risk,True,1
23,40000,RENT,2.0,MEDICAL,C,5000,,0.13,N,3,0.125,0.0869565217391304,0,0.4538507068824453,C - Medium Risk,True,3
28,115000,MORTGAGE,8.0,MEDICAL,A,28000,,0.24,N,5,0.24347826086956523,0.2857142857142857,0,0.43077168791693754,C - Medium Risk,True,3
41,38200,RENT,4.0,MEDICAL,E,8875,19.03,0.23,N,11,0.23232984293193717,0.0975609756097561,0,0.6677352995800065,E - Highest Risk,False,5
42,100000,MORTGAGE,16.0,DEBTCONSOLIDATION,C,4800,13.47,0.05,Y,13,0.048,0.3809523809523809,0,0.26693300221600247,B - Low Risk,True,2
24,39996,RENT,0.0,EDUCATION,D,5000,14.11,0.13,N,2,0.125012501250125,0.0,1,0.3358088809575265,C - Medium Risk,True,3
23,35000,RENT,0.0,DEBTCONSOLIDATION,A,2500,7.51,0.07,N,2,0.07142857142857142,0.0,0,0.38377090534643565,C - Medium Risk,True,3
25,42000,RENT,6.0,MEDICAL,A,5600,7.49,0.13,N,2,0.13333333333333333,0.24,0,0.432692275128422,C - Medium Risk,True,3
25,75000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,9.99,0.2,N,4,0.2,0.28,0,0.37322685892755286,C - Medium Risk,True,3
22,65000,OWN,1.0,VENTURE,D,5000,15.37,0.08,N,4,0.07692307692307693,0.0454545454545454,0,0.03545042595313254,A - Lowest Risk,True,1
21,131000,RENT,0.0,VENTURE,A,30000,5.99,0.23,N,4,0.22900763358778625,0.0,0,0.5016341596234546,D - High Risk,False,4
23,22800,RENT,5.0,DEBTCONSOLIDATION,A,1775,6.99,0.08,N,2,0.07785087719298246,0.217391304347826,0,0.35204580024128657,C - Medium Risk,True,3
30,85000,RENT,5.0,PERSONAL,A,4200,5.99,0.05,N,10,0.04941176470588235,0.1666666666666666,0,0.21104611947452015,B - Low Risk,True,2
25,45600,MORTGAGE,6.0,HOMEIMPROVEMENT,A,15000,5.79,0.33,N,2,0.32894736842105265,0.24,0,0.6623850545442079,D - High Risk,False,4
23,63000,RENT,0.0,EDUCATION,D,16000,14.42,0.25,N,3,0.25396825396825395,0.0,1,0.6071819279246692,D - High Risk,False,4
25,36000,RENT,0.0,PERSONAL,B,10000,11.11,0.28,N,2,0.2777777777777778,0.0,0,0.6924768739379816,E - Highest Risk,False,5
48,83500,RENT,7.0,EDUCATION,A,10200,5.79,0.12,N,14,0.12215568862275449,0.1458333333333333,0,0.28382120234937624,B - Low Risk,True,2
28,53000,RENT,0.0,MEDICAL,C,12000,14.72,0.23,N,8,0.22641509433962265,0.0,0,0.6873990245194538,E - Highest Risk,False,5
33,110000,RENT,3.0,HOMEIMPROVEMENT,B,12000,10.65,0.11,N,5,0.10909090909090909,0.0909090909090909,0,0.4496345103637982,C - Medium Risk,True,3
27,20000,RENT,4.0,VENTURE,C,3250,,0.16,N,5,0.1625,0.1481481481481481,1,0.3280401702635053,C - Medium Risk,True,3
50,58800,MORTGAGE,12.0,MEDICAL,E,22000,17.74,0.37,Y,13,0.3741496598639456,0.24,1,0.8650313196382459,E - Highest Risk,False,5
28,50400,MORTGAGE,4.0,VENTURE,A,12000,,0.24,N,8,0.23809523809523808,0.1428571428571428,0,0.279607945435546,B - Low Risk,True,2
24,50496,MORTGAGE,3.0,PERSONAL,B,3000,11.99,0.06,N,3,0.0594106463878327,0.125,0,0.11114979018602902,A - Lowest Risk,True,1
24,30000,RENT,0.0,MEDICAL,D,9600,14.91,0.32,Y,4,0.32,0.0,1,0.9374944101667008,E - Highest Risk,False,5
24,52000,RENT,3.0,EDUCATION,B,10000,12.42,0.19,N,2,0.19230769230769232,0.125,0,0.44616326309981985,C - Medium Risk,True,3
24,67524,MORTGAGE,4.0,PERSONAL,B,10000,9.99,0.15,N,2,0.14809549197322433,0.1666666666666666,1,0.20490514937416887,B - Low Risk,True,2
26,175000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3000,8.94,0.02,N,3,0.017142857142857144,0.0769230769230769,0,0.12905504072656304,A - Lowest Risk,True,1
21,42000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,2500,7.29,0.06,N,4,0.05952380952380952,0.0476190476190476,0,0.18229137357812408,A - Lowest Risk,True,1
28,108800,MORTGAGE,3.0,MEDICAL,E,35000,16.4,0.27,Y,7,0.32169117647058826,0.1071428571428571,1,0.8488215930114206,E - Highest Risk,False,5
37,21600,RENT,4.0,MEDICAL,D,3800,,0.18,N,11,0.17592592592592593,0.1081081081081081,1,0.552552289343845,D - High Risk,False,4
29,46140,MORTGAGE,2.0,HOMEIMPROVEMENT,C,4800,14.72,0.1,Y,6,0.10403120936280884,0.0689655172413793,0,0.5077091354204508,D - High Risk,False,4
31,85000,RENT,5.0,EDUCATION,C,16000,11.34,0.19,Y,8,0.18823529411764706,0.1612903225806451,0,0.695377605357804,E - Highest Risk,False,5
26,77000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,5400,13.04,0.07,Y,3,0.07012987012987013,0.1538461538461538,0,0.40130056598030994,C - Medium Risk,True,3
25,62280,RENT,3.0,EDUCATION,A,15000,8.94,0.24,N,4,0.24084778420038536,0.12,0,0.552603464904121,D - High Risk,False,4
26,50000,RENT,0.0,MEDICAL,C,13000,12.09,0.26,N,3,0.26,0.0,0,0.7421535154906145,E - Highest Risk,False,5
29,42000,RENT,6.0,DEBTCONSOLIDATION,D,3500,12.67,0.08,N,5,0.08333333333333333,0.2068965517241379,1,0.3569427550724621,C - Medium Risk,True,3
33,60000,MORTGAGE,0.0,EDUCATION,A,4000,6.54,0.07,N,9,0.06666666666666667,0.0,0,0.11393445150486381,A - Lowest Risk,True,1
28,39000,RENT,3.0,PERSONAL,B,5000,10.25,0.13,N,7,0.1282051282051282,0.1071428571428571,0,0.36030578879564806,C - Medium Risk,True,3
29,50004,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,11.58,0.4,N,7,0.3999680025597952,0.1034482758620689,0,0.7980345677499487,E - Highest Risk,False,5
24,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,8500,10.59,0.14,N,4,0.14166666666666666,0.0,0,0.3200981996929358,C - Medium Risk,True,3
28,60000,RENT,4.0,MEDICAL,D,16000,16.07,0.27,Y,8,0.26666666666666666,0.1428571428571428,1,0.8919245017588795,E - Highest Risk,False,5
22,51012,RENT,1.0,PERSONAL,D,20000,17.49,0.39,Y,4,0.39206461224809847,0.0454545454545454,1,0.9476952327001935,E - Highest Risk,False,5
41,39996,MORTGAGE,8.0,VENTURE,D,1200,15.21,0.03,N,16,0.030003000300030003,0.1951219512195122,0,0.053995861200103475,A - Lowest Risk,True,1
30,81004,RENT,3.0,VENTURE,A,10000,6.91,0.12,N,9,0.12345069379289912,0.1,0,0.2690969752591753,B - Low Risk,True,2
22,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6400,7.29,0.13,N,4,0.128,0.0,0,0.2949810158364217,B - Low Risk,True,2
24,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,8000,12.99,0.09,N,2,0.08888888888888889,0.0,0,0.2284141322311982,B - Low Risk,True,2
32,86800,MORTGAGE,6.0,HOMEIMPROVEMENT,A,2800,7.88,0.03,N,9,0.03225806451612903,0.1875,0,0.1348766488883846,A - Lowest Risk,True,1
34,40000,RENT,2.0,PERSONAL,B,13200,12.42,0.33,N,8,0.33,0.0588235294117647,1,0.7704274534640724,E - Highest Risk,False,5
24,100000,RENT,1.0,DEBTCONSOLIDATION,A,5000,,0.05,N,3,0.05,0.0416666666666666,0,0.33340708987868434,C - Medium Risk,True,3
24,38000,MORTGAGE,0.0,PERSONAL,D,2500,15.7,0.07,N,2,0.06578947368421052,0.0,1,0.1286477309316408,A - Lowest Risk,True,1
27,144000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,21000,13.57,0.15,Y,8,0.14583333333333334,0.1481481481481481,0,0.5681491919066436,D - High Risk,False,4
21,50808,RENT,2.0,EDUCATION,A,4000,6.17,0.08,N,4,0.07872775940796725,0.0952380952380952,0,0.2404699121553068,B - Low Risk,True,2
26,30000,RENT,3.0,EDUCATION,C,8000,12.61,0.27,Y,4,0.26666666666666666,0.1153846153846153,0,0.8267403827983135,E - Highest Risk,False,5
21,155800,MORTGAGE,2.0,MEDICAL,B,18000,11.26,0.12,N,3,0.11553273427471117,0.0952380952380952,0,0.23842717217858217,B - Low Risk,True,2
26,55000,MORTGAGE,2.0,MEDICAL,A,11300,7.29,0.21,N,4,0.20545454545454545,0.0769230769230769,0,0.40592973017145223,C - Medium Risk,True,3
29,50004,MORTGAGE,1.0,HOMEIMPROVEMENT,C,1500,13.11,0.03,Y,6,0.029997600191984643,0.0344827586206896,0,0.36124736165422877,C - Medium Risk,True,3
32,150000,MORTGAGE,11.0,PERSONAL,A,20000,7.9,0.13,N,10,0.13333333333333333,0.34375,0,0.15201765652973903,A - Lowest Risk,True,1
25,44000,RENT,6.0,EDUCATION,B,17500,12.53,0.4,N,4,0.3977272727272727,0.24,1,0.8100718840279063,E - Highest Risk,False,5
31,75000,RENT,4.0,HOMEIMPROVEMENT,A,18000,8.9,0.24,N,6,0.24,0.1290322580645161,0,0.7096819368451605,E - Highest Risk,False,5
51,16800,OWN,3.0,PERSONAL,B,1000,11.11,0.06,N,22,0.05952380952380952,0.0588235294117647,0,0.044643695078819455,A - Lowest Risk,True,1
21,46000,RENT,2.0,VENTURE,D,5200,17.27,0.11,Y,4,0.11304347826086956,0.0952380952380952,1,0.514286786967133,D - High Risk,False,4
33,35050,MORTGAGE,15.0,MEDICAL,A,8000,8.32,0.23,N,6,0.2282453637660485,0.4545454545454545,1,0.33742852347222696,C - Medium Risk,True,3
34,38000,OWN,1.0,VENTURE,A,10000,8.94,0.26,N,6,0.2631578947368421,0.0294117647058823,0,0.15612624929844077,A - Lowest Risk,True,1
31,46500,MORTGAGE,7.0,PERSONAL,C,8000,13.04,0.17,Y,6,0.17204301075268819,0.2258064516129032,0,0.47025461880375946,D - High Risk,False,4
25,100500,RENT,5.0,PERSONAL,B,9000,,0.09,N,4,0.08955223880597014,0.2,0,0.2695356874806964,B - Low Risk,True,2
38,70000,RENT,3.0,DEBTCONSOLIDATION,B,10800,12.21,0.15,N,16,0.15428571428571428,0.0789473684210526,0,0.5460547452219221,D - High Risk,False,4
28,14400,RENT,2.0,MEDICAL,C,4000,13.11,0.28,Y,8,0.2777777777777778,0.0714285714285714,1,0.9074806398245435,E - Highest Risk,False,5
