person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_burden,emp_stability
28,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,15000,8.9,0.2,N,9,0.2,0.10714285714285714
26,58000,MORTGAGE,5.0,MEDICAL,C,12000,13.16,0.21,Y,4,0.20689655172413793,0.19230769230769232
23,42000,MORTGAGE,1.0,PERSONAL,C,5750,13.57,0.14,N,2,0.13690476190476192,0.043478260869565216
23,60000,RENT,4.0,PERSONAL,B,12500,10.25,0.21,N,3,0.20833333333333334,0.17391304347826086
21,30000,RENT,3.0,MEDICAL,B,14000,10.65,0.47,N,2,0.4666666666666667,0.14285714285714285
28,59000,MORTGAGE,2.0,VENTURE,B,14000,10.36,0.24,N,7,0.23728813559322035,0.07142857142857142
33,44000,RENT,10.0,HOMEIMPROVEMENT,B,13000,9.91,0.3,N,6,0.29545454545454547,0.30303030303030304
32,45000,MORTGAGE,2.0,PERSONAL,C,8000,14.65,0.18,N,8,0.17777777777777778,0.0625
28,93200,RENT,1.0,VENTURE,A,8800,7.88,0.09,N,7,0.0944206008583691,0.03571428571428571
33,35000,RENT,0.0,PERSONAL,A,5000,8.9,0.14,N,5,0.14285714285714285,0.0
32,39270,RENT,5.0,EDUCATION,C,6800,12.99,0.17,Y,7,0.17316017316017315,0.15625
25,100000,MORTGAGE,0.0,EDUCATION,A,15000,6.03,0.15,N,3,0.15,0.0
35,136000,MORTGAGE,0.0,EDUCATION,D,15000,,0.11,Y,9,0.11029411764705882,0.0
29,30000,RENT,0.0,DEBTCONSOLIDATION,B,2000,10.75,0.07,N,7,0.06666666666666667,0.0
34,47000,OWN,8.0,VENTURE,B,14000,9.99,0.3,N,9,0.2978723404255319,0.23529411764705882
23,52000,RENT,5.0,DEBTCONSOLIDATION,C,8000,13.22,0.15,N,2,0.15384615384615385,0.21739130434782608
44,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,,0.25,N,11,0.25,0.09090909090909091
33,123000,RENT,5.0,MEDICAL,B,12000,11.83,0.1,N,7,0.0975609756097561,0.15151515151515152
24,97000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,22000,12.68,0.23,N,3,0.2268041237113402,0.08333333333333333
22,36000,OWN,4.0,EDUCATION,A,3250,7.75,0.09,N,4,0.09027777777777778,0.18181818181818182
25,95000,RENT,1.0,DEBTCONSOLIDATION,A,7000,6.99,0.07,N,2,0.07368421052631578,0.04
28,135000,RENT,8.0,MEDICAL,B,10800,,0.08,N,7,0.08,0.2857142857142857
23,45000,RENT,0.0,EDUCATION,C,1000,14.26,0.02,Y,2,0.022222222222222223,0.0
34,100000,RENT,5.0,PERSONAL,B,6000,10.99,0.06,N,9,0.06,0.14705882352941177
24,64600,RENT,2.0,PERSONAL,A,5000,7.9,0.08,N,3,0.07739938080495357,0.08333333333333333
23,69996,MORTGAGE,4.0,VENTURE,A,4000,8.0,0.06,N,2,0.05714612263557917,0.17391304347826086
25,63000,RENT,1.0,DEBTCONSOLIDATION,C,12000,14.26,0.19,N,3,0.19047619047619047,0.04
32,42000,RENT,4.0,DEBTCONSOLIDATION,B,5000,10.08,0.12,N,9,0.11904761904761904,0.125
21,32400,RENT,1.0,EDUCATION,B,10000,11.48,0.31,N,2,0.30864197530864196,0.047619047619047616
24,63000,MORTGAGE,5.0,VENTURE,B,20000,11.49,0.32,N,3,0.31746031746031744,0.20833333333333334
29,75000,MORTGAGE,8.0,PERSONAL,C,12000,13.16,0.16,Y,7,0.16,0.27586206896551724
30,21000,RENT,0.0,EDUCATION,C,5000,13.49,0.24,Y,7,0.23809523809523808,0.0
31,16800,RENT,0.0,HOMEIMPROVEMENT,C,3000,14.26,0.18,Y,7,0.17857142857142858,0.0
41,50000,RENT,0.0,PERSONAL,C,7000,12.87,0.14,Y,12,0.14,0.0
26,40000,RENT,2.0,DEBTCONSOLIDATION,C,15000,14.22,0.38,Y,3,0.375,0.07692307692307693
38,30000,RENT,5.0,VENTURE,C,5000,13.61,0.17,Y,11,0.16666666666666666,0.13157894736842105
27,75400,MORTGAGE,3.0,MEDICAL,A,6000,7.74,0.08,N,9,0.07957559681697612,0.1111111111111111
22,66000,RENT,2.0,EDUCATION,A,2400,7.4,0.04,N,2,0.03636363636363636,0.09090909090909091
26,92040,MORTGAGE,6.0,VENTURE,A,10000,,0.11,N,3,0.10864841373315949,0.23076923076923078
36,44000,RENT,4.0,DEBTCONSOLIDATION,C,16000,14.65,0.36,N,11,0.36363636363636365,0.1111111111111111
28,78000,RENT,5.0,VENTURE,B,12000,10.62,0.15,N,10,0.15384615384615385,0.17857142857142858
51,80000,RENT,3.0,HOMEIMPROVEMENT,F,18000,18.78,0.23,Y,20,0.225,0.058823529411764705
22,20000,RENT,3.0,EDUCATION,D,6250,,0.31,Y,3,0.3125,0.13636363636363635
24,33500,RENT,2.0,VENTURE,C,10000,13.16,0.3,Y,3,0.29850746268656714,0.08333333333333333
29,123000,RENT,0.0,EDUCATION,A,6500,,0.05,N,10,0.052845528455284556,0.0
26,80171,RENT,3.0,HOMEIMPROVEMENT,C,18000,13.85,0.22,N,3,0.22452008831123474,0.11538461538461539
27,53000,MORTGAGE,6.0,PERSONAL,A,5000,,0.09,N,5,0.09433962264150944,0.2222222222222222
26,103000,RENT,4.0,PERSONAL,A,3000,7.88,0.03,N,4,0.02912621359223301,0.15384615384615385
24,56000,RENT,2.0,MEDICAL,A,8000,7.51,0.14,N,3,0.14285714285714285,0.08333333333333333
25,115000,MORTGAGE,1.0,EDUCATION,D,20000,15.65,0.17,Y,2,0.17391304347826086,0.04
23,41000,MORTGAGE,4.0,MEDICAL,B,7500,10.71,0.18,N,2,0.18292682926829268,0.17391304347826086
27,45000,MORTGAGE,4.0,EDUCATION,B,10000,10.65,0.22,N,8,0.2222222222222222,0.14814814814814814
27,35000,OWN,2.0,EDUCATION,A,14000,7.49,0.4,N,8,0.4,0.07407407407407407
36,138000,MORTGAGE,0.0,VENTURE,C,10000,13.98,0.07,N,12,0.07246376811594203,0.0
22,58200,MORTGAGE,1.0,EDUCATION,C,10000,12.53,0.17,N,2,0.1718213058419244,0.045454545454545456
28,44500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,8.59,0.22,N,10,0.2247191011235955,0.07142857142857142
23,70000,RENT,1.0,EDUCATION,A,3500,5.42,0.05,N,3,0.05,0.043478260869565216
28,21000,RENT,0.0,PERSONAL,D,4200,15.21,0.2,Y,10,0.2,0.0
38,18720,RENT,0.0,VENTURE,D,6000,15.99,0.32,N,12,0.32051282051282054,0.0
24,65000,MORTGAGE,2.0,EDUCATION,D,20000,14.09,0.31,Y,3,0.3076923076923077,0.08333333333333333
23,40000,MORTGAGE,2.0,MEDICAL,B,2000,10.99,0.05,N,4,0.05,0.08695652173913043
26,51700,OWN,2.0,HOMEIMPROVEMENT,A,13200,7.51,0.26,N,4,0.2553191489361702,0.07692307692307693
32,51648,RENT,7.0,VENTURE,E,16000,14.18,0.31,N,8,0.3097893432465923,0.21875
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,0.4,N,4,0.4,0.0
24,45996,RENT,2.0,VENTURE,C,10800,13.16,0.23,N,4,0.2348030263501174,0.08333333333333333
37,55200,RENT,9.0,MEDICAL,B,12000,11.71,0.22,N,15,0.21739130434782608,0.24324324324324326
34,120000,RENT,9.0,HOMEIMPROVEMENT,D,7500,16.29,0.06,N,5,0.0625,0.2647058823529412
31,140000,MORTGAGE,5.0,MEDICAL,B,30000,11.71,0.21,N,7,0.21428571428571427,0.16129032258064516
25,40000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,15000,11.36,0.38,N,2,0.375,0.2
28,69000,MORTGAGE,4.0,EDUCATION,D,30000,,0.43,Y,9,0.43478260869565216,0.14285714285714285
27,45000,MORTGAGE,2.0,EDUCATION,A,3000,6.62,0.07,N,10,0.06666666666666667,0.07407407407407407
30,80000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10750,6.17,0.13,N,5,0.134375,0.13333333333333333
22,40000,RENT,0.0,MEDICAL,C,9600,14.72,0.24,Y,2,0.24,0.0
42,33564,RENT,5.0,PERSONAL,D,6000,16.29,0.18,N,15,0.1787629603146228,0.11904761904761904
26,47000,RENT,5.0,PERSONAL,C,9500,12.87,0.2,N,4,0.20212765957446807,0.19230769230769232
21,12720,RENT,1.0,EDUCATION,A,7500,7.05,0.59,N,4,0.589622641509434,0.047619047619047616
27,58800,RENT,6.0,HOMEIMPROVEMENT,B,2800,12.69,0.05,N,10,0.047619047619047616,0.2222222222222222
22,24000,OWN,0.0,DEBTCONSOLIDATION,D,4200,15.62,0.17,Y,2,0.175,0.0
25,191000,MORTGAGE,1.0,MEDICAL,B,10000,12.53,0.05,N,4,0.05235602094240838,0.04
43,86004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,9.99,0.12,N,14,0.11627366169015395,0.046511627906976744
29,31440,RENT,0.0,PERSONAL,C,3000,11.34,0.1,Y,6,0.09541984732824428,0.0
27,127000,MORTGAGE,6.0,VENTURE,B,21000,10.99,0.17,N,5,0.16535433070866143,0.2222222222222222
36,80000,RENT,0.0,MEDICAL,C,7600,13.49,0.1,N,15,0.095,0.0
27,15120,RENT,6.0,PERSONAL,B,3050,10.38,0.2,N,5,0.20171957671957672,0.2222222222222222
39,38604,RENT,9.0,MEDICAL,B,9500,10.62,0.25,N,11,0.24608848823956067,0.23076923076923078
33,70000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,3000,13.57,0.04,Y,9,0.04285714285714286,0.0
24,45000,RENT,1.0,DEBTCONSOLIDATION,B,3000,9.99,0.07,N,4,0.06666666666666667,0.041666666666666664
25,121680,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.37,0.12,N,3,0.1232741617357002,0.12
32,180000,MORTGAGE,12.0,PERSONAL,A,10000,7.9,0.06,N,10,0.05555555555555555,0.375
32,65000,RENT,4.0,MEDICAL,A,6000,7.49,0.09,N,5,0.09230769230769231,0.125
30,55000,MORTGAGE,0.0,PERSONAL,C,6000,12.99,0.11,Y,6,0.10909090909090909,0.0
28,72000,RENT,4.0,VENTURE,C,12000,13.49,0.17,Y,6,0.16666666666666666,0.14285714285714285
38,124000,MORTGAGE,8.0,VENTURE,D,12000,,0.1,N,16,0.0967741935483871,0.21052631578947367
24,28000,RENT,0.0,PERSONAL,D,5600,14.12,0.2,Y,2,0.2,0.0
30,70000,RENT,0.0,MEDICAL,C,3000,13.98,0.04,N,9,0.04285714285714286,0.0
22,24996,RENT,4.0,PERSONAL,C,5300,15.23,0.21,Y,4,0.21203392542806848,0.18181818181818182
35,80308,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.88,0.15,N,10,0.14942471484783584,0.08571428571428572
22,58608,RENT,4.0,PERSONAL,A,10000,7.51,0.17,N,4,0.17062517062517063,0.18181818181818182
28,45996,RENT,0.0,MEDICAL,D,11000,14.74,0.24,Y,7,0.23915123054178625,0.0
29,95000,RENT,0.0,VENTURE,B,6000,11.49,0.06,N,7,0.06315789473684211,0.0
33,75000,MORTGAGE,6.0,PERSONAL,A,12000,5.42,0.16,N,10,0.16,0.18181818181818182
31,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,23200,7.9,0.36,N,10,0.3569230769230769,0.0967741935483871
34,564000,RENT,2.0,MEDICAL,A,6000,7.14,0.01,N,5,0.010638297872340425,0.058823529411764705
26,105000,RENT,1.0,HOMEIMPROVEMENT,B,12100,,0.12,N,2,0.11523809523809524,0.038461538461538464
29,60000,RENT,4.0,VENTURE,B,8000,11.14,0.13,N,5,0.13333333333333333,0.13793103448275862
39,70000,RENT,1.0,HOMEIMPROVEMENT,A,6000,8.94,0.09,N,12,0.08571428571428572,0.02564102564102564
24,75000,RENT,0.0,VENTURE,A,12000,6.62,0.16,N,2,0.16,0.0
30,50000,MORTGAGE,11.0,MEDICAL,B,10000,,0.2,N,6,0.2,0.36666666666666664
27,75805,RENT,1.0,DEBTCONSOLIDATION,E,13450,16.32,0.18,N,8,0.17742892949013916,0.037037037037037035
24,90000,RENT,6.0,HOMEIMPROVEMENT,D,15000,17.27,0.17,Y,4,0.16666666666666666,0.25
32,48750,RENT,5.0,DEBTCONSOLIDATION,C,3000,13.49,0.06,N,7,0.06153846153846154,0.15625
47,55250,RENT,9.0,MEDICAL,D,25000,,0.38,Y,13,0.45248868778280543,0.19148936170212766
38,40000,RENT,19.0,VENTURE,B,12000,10.59,0.3,N,11,0.3,0.5
34,74000,MORTGAGE,13.0,VENTURE,C,10000,15.96,0.14,Y,10,0.13513513513513514,0.38235294117647056
25,55000,RENT,3.0,HOMEIMPROVEMENT,B,6000,,0.11,N,3,0.10909090909090909,0.12
36,16800,RENT,2.0,VENTURE,C,1200,13.06,0.07,N,14,0.07142857142857142,0.05555555555555555
25,108000,RENT,0.0,HOMEIMPROVEMENT,C,20000,,0.19,N,4,0.18518518518518517,0.0
28,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6500,11.11,0.08,N,7,0.08125,0.0
25,44000,MORTGAGE,2.0,VENTURE,D,12000,14.54,0.27,N,2,0.2727272727272727,0.08
25,35000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,5400,12.17,0.15,N,4,0.15428571428571428,0.04
31,65000,RENT,9.0,VENTURE,A,6000,6.99,0.09,N,10,0.09230769230769231,0.2903225806451613
31,24000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.99,0.21,N,6,0.20833333333333334,0.0
24,120000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,16000,9.63,0.13,N,2,0.13333333333333333,0.0
26,60996,MORTGAGE,2.0,PERSONAL,B,12000,12.21,0.2,N,4,0.1967342120794806,0.07692307692307693
22,73500,RENT,2.0,MEDICAL,A,8400,6.54,0.11,N,4,0.11428571428571428,0.09090909090909091
28,40000,RENT,0.0,DEBTCONSOLIDATION,E,12000,15.57,0.3,N,7,0.3,0.0
39,37000,RENT,6.0,PERSONAL,A,5000,,0.14,N,17,0.13513513513513514,0.15384615384615385
33,175000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,25000,10.75,0.14,N,9,0.14285714285714285,0.12121212121212122
27,32000,RENT,1.0,DEBTCONSOLIDATION,A,5800,7.49,0.18,N,5,0.18125,0.037037037037037035
23,70000,RENT,5.0,MEDICAL,B,8000,11.99,0.11,N,4,0.11428571428571428,0.21739130434782608
27,35000,RENT,1.0,VENTURE,B,8000,12.21,0.23,N,8,0.22857142857142856,0.037037037037037035
34,29000,RENT,0.0,HOMEIMPROVEMENT,A,10800,9.63,0.37,N,10,0.3724137931034483,0.0
37,42000,RENT,0.0,MEDICAL,A,12000,,0.29,N,14,0.2857142857142857,0.0
23,66000,RENT,1.0,VENTURE,D,20000,14.11,0.3,N,3,0.30303030303030304,0.043478260869565216
32,12000,RENT,2.0,DEBTCONSOLIDATION,B,6075,12.42,0.51,N,8,0.50625,0.0625
27,81000,MORTGAGE,2.0,MEDICAL,A,5500,8.0,0.07,N,8,0.06790123456790123,0.07407407407407407
25,107000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,24000,5.99,0.22,N,2,0.22429906542056074,0.16
25,50000,MORTGAGE,4.0,PERSONAL,A,6000,6.76,0.12,N,3,0.12,0.16
26,62000,MORTGAGE,0.0,PERSONAL,A,12000,7.9,0.19,N,2,0.1935483870967742,0.0
29,108800,MORTGAGE,1.0,MEDICAL,F,18500,17.8,0.14,N,10,0.17003676470588236,0.034482758620689655
34,32000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,2275,6.17,0.07,N,6,0.07109375,0.35294117647058826
26,30000,OWN,3.0,PERSONAL,A,6000,7.9,0.2,N,2,0.2,0.11538461538461539
23,86000,RENT,4.0,MEDICAL,A,14000,6.62,0.16,N,3,0.16279069767441862,0.17391304347826086
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0.19,N,4,0.18518518518518517,0.2
24,30000,RENT,0.0,EDUCATION,D,9000,15.58,0.3,N,3,0.3,0.0
22,52596,RENT,1.0,PERSONAL,B,15000,10.74,0.29,N,2,0.28519279032626055,0.045454545454545456
26,83004,RENT,7.0,EDUCATION,A,5450,7.9,0.07,N,4,0.06565948628981735,0.2692307692307692
23,27996,OWN,2.0,MEDICAL,B,9250,10.75,0.33,N,2,0.33040434347763964,0.08695652173913043
31,27600,OWN,1.0,EDUCATION,B,3000,11.49,0.11,N,9,0.10869565217391304,0.03225806451612903
24,39000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,16000,14.22,0.41,N,4,0.41025641025641024,0.08333333333333333
23,65000,MORTGAGE,0.0,MEDICAL,A,10200,7.9,0.16,N,3,0.15692307692307692,0.0
29,60000,RENT,0.0,EDUCATION,C,6000,15.96,0.1,Y,7,0.1,0.0
24,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,25000,,0.36,N,3,0.35714285714285715,0.25
30,25800,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,5.99,0.23,N,6,0.23255813953488372,0.23333333333333334
28,107000,RENT,4.0,HOMEIMPROVEMENT,C,16000,13.49,0.15,N,6,0.14953271028037382,0.14285714285714285
29,51500,RENT,2.0,EDUCATION,D,3200,14.96,0.06,Y,7,0.062135922330097085,0.06896551724137931
22,29996,MORTGAGE,3.0,EDUCATION,C,5400,12.84,0.18,N,4,0.18002400320042672,0.13636363636363635
36,62000,RENT,5.0,DEBTCONSOLIDATION,A,9600,9.32,0.15,N,11,0.15483870967741936,0.1388888888888889
26,52800,RENT,4.0,VENTURE,B,8975,10.99,0.17,N,2,0.1699810606060606,0.15384615384615385
22,20000,RENT,2.0,EDUCATION,B,4000,9.45,0.2,N,4,0.2,0.09090909090909091
23,39000,RENT,1.0,DEBTCONSOLIDATION,D,6000,15.99,0.15,Y,3,0.15384615384615385,0.043478260869565216
31,40000,RENT,0.0,MEDICAL,C,1600,14.79,0.04,N,8,0.04,0.0
25,28800,RENT,1.0,VENTURE,E,6000,17.04,0.21,Y,4,0.20833333333333334,0.04
22,54000,RENT,2.0,EDUCATION,B,20000,9.91,0.37,N,4,0.37037037037037035,0.09090909090909091
25,13200,RENT,0.0,DEBTCONSOLIDATION,A,6625,8.63,0.5,N,3,0.5018939393939394,0.0
34,80000,RENT,6.0,DEBTCONSOLIDATION,B,10000,9.91,0.13,N,7,0.125,0.17647058823529413
40,115000,MORTGAGE,16.0,HOMEIMPROVEMENT,B,10000,11.11,0.09,N,11,0.08695652173913043,0.4
33,54000,MORTGAGE,6.0,EDUCATION,B,2100,9.99,0.04,N,6,0.03888888888888889,0.18181818181818182
27,80000,MORTGAGE,6.0,MEDICAL,B,23750,10.99,0.3,N,9,0.296875,0.2222222222222222
25,50280,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,9.63,0.2,N,2,0.19888623707239458,0.0
35,37400,MORTGAGE,3.0,VENTURE,D,10750,15.95,0.29,N,5,0.2874331550802139,0.08571428571428572
26,18000,RENT,2.0,DEBTCONSOLIDATION,C,8500,14.27,0.47,N,3,0.4722222222222222,0.07692307692307693
23,44000,RENT,2.0,MEDICAL,D,12000,,0.27,N,4,0.2727272727272727,0.08695652173913043
21,53851,MORTGAGE,2.0,DEBTCONSOLIDATION,B,12000,10.0,0.22,N,2,0.22283708751926612,0.09523809523809523
33,124000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,14000,6.03,0.11,N,10,0.11290322580645161,0.18181818181818182
29,92700,MORTGAGE,2.0,VENTURE,A,24000,6.91,0.26,N,8,0.2588996763754045,0.06896551724137931
32,83000,RENT,6.0,PERSONAL,E,20000,14.38,0.24,N,10,0.24096385542168675,0.1875
25,20000,OWN,0.0,PERSONAL,D,5650,15.99,0.28,Y,2,0.2825,0.0
25,20400,RENT,3.0,VENTURE,C,4750,12.98,0.23,Y,4,0.23284313725490197,0.12
30,61800,MORTGAGE,6.0,DEBTCONSOLIDATION,B,20000,11.36,0.32,N,8,0.32362459546925565,0.2
26,80952,RENT,6.0,EDUCATION,D,13200,16.77,0.16,N,4,0.16305959086866292,0.23076923076923078
35,17280,RENT,6.0,VENTURE,D,7200,12.36,0.42,Y,8,0.4166666666666667,0.17142857142857143
25,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,24000,,0.28,Y,2,0.27906976744186046,0.28
23,18000,RENT,5.0,PERSONAL,B,4000,10.99,0.22,N,2,0.2222222222222222,0.21739130434782608
25,84000,RENT,0.0,HOMEIMPROVEMENT,B,4500,12.18,0.05,N,2,0.05357142857142857,0.0
31,36000,RENT,5.0,HOMEIMPROVEMENT,E,13000,20.3,0.36,Y,5,0.3611111111111111,0.16129032258064516
39,32400,RENT,3.0,MEDICAL,B,7000,,0.22,N,16,0.21604938271604937,0.07692307692307693
25,31000,RENT,0.0,PERSONAL,A,5000,8.94,0.16,N,2,0.16129032258064516,0.0
23,60000,RENT,2.0,VENTURE,A,9000,,0.15,N,4,0.15,0.08695652173913043
28,18000,RENT,0.0,MEDICAL,A,2250,8.49,0.13,N,9,0.125,0.0
26,32000,RENT,1.0,MEDICAL,C,7500,13.79,0.23,Y,3,0.234375,0.038461538461538464
26,160000,RENT,3.0,HOMEIMPROVEMENT,B,20000,9.99,0.13,N,3,0.125,0.11538461538461539
39,54000,MORTGAGE,17.0,PERSONAL,B,25000,11.49,0.46,N,16,0.46296296296296297,0.4358974358974359
26,96000,MORTGAGE,3.0,PERSONAL,A,10000,5.42,0.1,N,3,0.10416666666666667,0.11538461538461539
33,80000,MORTGAGE,9.0,VENTURE,B,6000,11.11,0.07,N,8,0.075,0.2727272727272727
32,45000,MORTGAGE,7.0,EDUCATION,A,4000,7.49,0.09,N,5,0.08888888888888889,0.21875
30,30000,RENT,4.0,DEBTCONSOLIDATION,D,12000,15.21,0.4,Y,6,0.4,0.13333333333333333
29,34000,RENT,0.0,VENTURE,B,3500,12.69,0.1,N,8,0.10294117647058823,0.0
23,42000,MORTGAGE,2.0,EDUCATION,B,5200,10.25,0.12,N,4,0.12380952380952381,0.08695652173913043
29,20000,RENT,0.0,DEBTCONSOLIDATION,C,1200,11.54,0.06,N,5,0.06,0.0
27,33000,MORTGAGE,6.0,VENTURE,A,12000,7.51,0.36,N,7,0.36363636363636365,0.2222222222222222
58,85000,MORTGAGE,0.0,PERSONAL,B,8000,11.49,0.09,N,28,0.09411764705882353,0.0
25,60000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,4000,12.69,0.07,N,2,0.06666666666666667,0.24
23,54000,MORTGAGE,3.0,VENTURE,D,4000,15.62,0.07,N,3,0.07407407407407407,0.13043478260869565
22,24605,OWN,3.0,EDUCATION,C,10000,,0.41,N,4,0.406421459053038,0.13636363636363635
28,52000,RENT,0.0,HOMEIMPROVEMENT,B,4000,10.75,0.08,N,8,0.07692307692307693,0.0
24,56000,RENT,2.0,DEBTCONSOLIDATION,B,13000,11.83,0.23,N,4,0.23214285714285715,0.08333333333333333
23,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4800,10.65,0.16,N,3,0.16,0.17391304347826086
32,75000,MORTGAGE,5.0,VENTURE,C,16000,13.49,0.21,N,8,0.21333333333333335,0.15625
29,16800,RENT,9.0,HOMEIMPROVEMENT,D,2750,14.84,0.16,Y,6,0.1636904761904762,0.3103448275862069
28,103992,MORTGAGE,3.0,HOMEIMPROVEMENT,B,18000,10.99,0.17,N,10,0.17309023771059312,0.10714285714285714
24,25000,MORTGAGE,1.0,MEDICAL,A,6500,,0.26,N,4,0.26,0.041666666666666664
26,30000,RENT,2.0,EDUCATION,B,5000,12.42,0.17,N,2,0.16666666666666666,0.07692307692307693
34,26400,MORTGAGE,0.0,DEBTCONSOLIDATION,B,3600,9.88,0.14,N,5,0.13636363636363635,0.0
27,37000,OWN,3.0,MEDICAL,B,5000,9.91,0.14,N,6,0.13513513513513514,0.1111111111111111
24,80004,RENT,1.0,VENTURE,A,12000,7.29,0.15,N,3,0.14999250037498124,0.041666666666666664
39,52273,RENT,3.0,EDUCATION,B,5000,,0.1,N,12,0.09565167486082682,0.07692307692307693
24,34300,RENT,4.0,MEDICAL,B,18500,10.71,0.54,N,2,0.5393586005830904,0.16666666666666666
23,62000,RENT,3.0,EDUCATION,A,7200,7.9,0.12,N,3,0.11612903225806452,0.13043478260869565
31,93900,MORTGAGE,13.0,VENTURE,F,24000,16.08,0.26,Y,6,0.25559105431309903,0.41935483870967744
38,55000,RENT,0.0,EDUCATION,C,6500,11.03,0.12,Y,12,0.11818181818181818,0.0
24,43000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,3000,10.99,0.07,N,3,0.06976744186046512,0.08333333333333333
28,60000,RENT,3.0,EDUCATION,B,3600,9.63,0.06,N,5,0.06,0.10714285714285714
27,24000,MORTGAGE,6.0,PERSONAL,A,6250,8.49,0.26,N,8,0.2604166666666667,0.2222222222222222
26,46464,MORTGAGE,1.0,VENTURE,B,15000,12.21,0.32,N,3,0.3228305785123967,0.038461538461538464
34,110000,OWN,9.0,HOMEIMPROVEMENT,B,20000,,0.18,N,9,0.18181818181818182,0.2647058823529412
28,35000,RENT,2.0,MEDICAL,C,4800,13.49,0.14,N,5,0.13714285714285715,0.07142857142857142
34,38400,RENT,3.0,MEDICAL,A,10000,7.49,0.26,N,6,0.2604166666666667,0.08823529411764706
23,39120,OWN,4.0,MEDICAL,B,7000,11.71,0.18,N,3,0.17893660531697342,0.17391304347826086
30,90000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,5000,12.87,0.06,Y,10,0.05555555555555555,0.0
30,70000,MORTGAGE,4.0,MEDICAL,B,10200,12.42,0.15,N,6,0.1457142857142857,0.13333333333333333
22,30000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13250,10.99,0.44,N,4,0.44166666666666665,0.09090909090909091
30,57600,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,14.65,0.1,N,8,0.10416666666666667,0.0
34,75000,MORTGAGE,6.0,VENTURE,A,8000,5.42,0.11,N,10,0.10666666666666667,0.17647058823529413
23,88000,RENT,5.0,MEDICAL,B,9000,,0.1,N,2,0.10227272727272728,0.21739130434782608
24,46800,RENT,4.0,DEBTCONSOLIDATION,A,14000,7.88,0.3,N,4,0.29914529914529914,0.16666666666666666
23,39996,RENT,2.0,EDUCATION,B,18000,9.25,0.45,N,4,0.45004500450045004,0.08695652173913043
23,70000,RENT,2.0,DEBTCONSOLIDATION,A,10000,9.63,0.14,N,3,0.14285714285714285,0.08695652173913043
29,9600,RENT,1.0,DEBTCONSOLIDATION,B,2600,12.69,0.27,N,7,0.2708333333333333,0.034482758620689655
44,63000,RENT,4.0,MEDICAL,A,5500,7.51,0.09,N,13,0.0873015873015873,0.09090909090909091
27,58000,RENT,2.0,EDUCATION,B,4000,9.67,0.07,N,9,0.06896551724137931,0.07407407407407407
35,20000,RENT,1.0,EDUCATION,B,5500,12.69,0.28,N,7,0.275,0.02857142857142857
26,113050,MORTGAGE,4.0,MEDICAL,B,9000,12.53,0.07,N,4,0.07961079168509509,0.15384615384615385
32,20000,RENT,3.0,VENTURE,B,4750,10.37,0.24,N,7,0.2375,0.09375
35,77040,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5900,5.99,0.08,N,7,0.07658359293873312,0.22857142857142856
37,110000,RENT,12.0,EDUCATION,B,25000,10.99,0.23,N,12,0.22727272727272727,0.32432432432432434
22,29376,RENT,1.0,EDUCATION,A,2800,7.43,0.1,N,4,0.09531590413943355,0.045454545454545456
24,102000,MORTGAGE,6.0,VENTURE,B,9800,10.36,0.1,N,4,0.09607843137254903,0.25
